Country,Country Code,Year,Mental disorders,% Eating disorders,% Anxiety disorders,% Drug disorders,% Depressive disorders,%HappyPeople,Annual working hours per worker,GDP,Depressive disorders,Physical Activity,Drug use,Smoking,Life satisfaction,% people who are happy_y,Population,Productivity per hour worked,Region 1,Region 2,Continent,Paid work,Education,Care for household members ,Housework,Shopping,Other unpaid work & volunteering,Sleep,Eating and drinking,Personal care,Sports,Attending events,Seeing friends,TV and Radio,Other leisure activities
Western Sahara,ESH,2000,,,,,,,,,,,,,,,270389.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1999,,,,,,,,,,,,,,,257302.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1998,,,,,,,,,,,,,,,244601.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1997,,,,,,,,,,,,,,,232108.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1996,,,,,,,,,,,,,,,219783.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1995,,,,,,,,,,,,,,,208394.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1994,,,,,,,,,,,,,,,200471.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1993,,,,,,,,,,,,,,,195137.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1992,,,,,,,,,,,,,,,189793.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1991,,,,,,,,,,,,,,,184300.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1990,,,,,,,,,,,,,,,178540.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1989,,,,,,,,,,,,,,,172757.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1988,,,,,,,,,,,,,,,167043.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1987,,,,,,,,,,,,,,,161367.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1986,,,,,,,,,,,,,,,155797.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1985,,,,,,,,,,,,,,,150210.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1984,,,,,,,,,,,,,,,144683.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1983,,,,,,,,,,,,,,,139269.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1982,,,,,,,,,,,,,,,133384.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1981,,,,,,,,,,,,,,,126063.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1980,,,,,,,,,,,,,,,116791.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1979,,,,,,,,,,,,,,,104604.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1978,,,,,,,,,,,,,,,90824.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1977,,,,,,,,,,,,,,,77494.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1976,,,,,,,,,,,,,,,64523.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1975,,,,,,,,,,,,,,,66887.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1974,,,,,,,,,,,,,,,76488.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1973,,,,,,,,,,,,,,,77677.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1972,,,,,,,,,,,,,,,78281.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1971,,,,,,,,,,,,,,,78741.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1970,,,,,,,,,,,,,,,76391.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1969,,,,,,,,,,,,,,,71140.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1968,,,,,,,,,,,,,,,65799.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1967,,,,,,,,,,,,,,,60579.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1966,,,,,,,,,,,,,,,55688.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1965,,,,,,,,,,,,,,,51226.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1964,,,,,,,,,,,,,,,47068.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1963,,,,,,,,,,,,,,,43223.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1962,,,,,,,,,,,,,,,39620.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1961,,,,,,,,,,,,,,,36220.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1960,,,,,,,,,,,,,,,33042.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1959,,,,,,,,,,,,,,,30115.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1958,,,,,,,,,,,,,,,27425.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1957,,,,,,,,,,,,,,,24984.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1956,,,,,,,,,,,,,,,22753.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1955,,,,,,,,,,,,,,,20712.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1954,,,,,,,,,,,,,,,18869.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1953,,,,,,,,,,,,,,,17186.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1952,,,,,,,,,,,,,,,15672.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1951,,,,,,,,,,,,,,,14289.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1950,,,,,,,,,,,,,,,13003.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1940,,,,,,,,,,,,,,,6883.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1930,,,,,,,,,,,,,,,3441.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1920,,,,,,,,,,,,,,,1720.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Western Sahara,ESH,1900,,,,,,,,,,,,,,,843.0,,Northern Africa,,Africa,,,,,,,,,,,,,,
Falkland Islands,FLK,2020,,,,,,,,,,,,,,,3764.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2019,,,,,,,,,,,,,,,3729.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2018,,,,,,,,,,,,,,,3674.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2017,,,,,,,,,,,,,,,3619.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2016,,,,,,,,,,,,,,,3527.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2015,,,,,,,,,,,,,,,3431.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2014,,,,,,,,,,,,,,,3356.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2013,,,,,,,,,,,,,,,3286.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2012,,,,,,,,,,,,,,,3215.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2011,,,,,,,,,,,,,,,3196.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2010,,,,,,,,,,,,,,,3206.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2009,,,,,,,,,,,,,,,3221.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2008,,,,,,,,,,,,,,,3226.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2007,,,,,,,,,,,,,,,3235.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2006,,,,,,,,,,,,,,,3238.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2005,,,,,,,,,,,,,,,3223.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2004,,,,,,,,,,,,,,,3209.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2003,,,,,,,,,,,,,,,3187.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2002,,,,,,,,,,,,,,,3171.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2001,,,,,,,,,,,,,,,3148.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,2000,,,,,,,,,,,,,,,3101.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1999,,,,,,,,,,,,,,,3037.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1998,,,,,,,,,,,,,,,2968.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1997,,,,,,,,,,,,,,,2903.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1996,,,,,,,,,,,,,,,2833.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1995,,,,,,,,,,,,,,,2758.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1994,,,,,,,,,,,,,,,2663.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1993,,,,,,,,,,,,,,,2566.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1992,,,,,,,,,,,,,,,2477.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1991,,,,,,,,,,,,,,,2397.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1990,,,,,,,,,,,,,,,2353.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1989,,,,,,,,,,,,,,,2328.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1988,,,,,,,,,,,,,,,2302.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1987,,,,,,,,,,,,,,,2279.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1986,,,,,,,,,,,,,,,2254.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1985,,,,,,,,,,,,,,,2251.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1984,,,,,,,,,,,,,,,2251.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1983,,,,,,,,,,,,,,,2246.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1982,,,,,,,,,,,,,,,2245.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1981,,,,,,,,,,,,,,,2252.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1980,,,,,,,,,,,,,,,2258.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1979,,,,,,,,,,,,,,,2277.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1978,,,,,,,,,,,,,,,2291.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1977,,,,,,,,,,,,,,,2298.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1976,,,,,,,,,,,,,,,2302.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1975,,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1974,,,,,,,,,,,,,,,2297.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1973,,,,,,,,,,,,,,,2296.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1972,,,,,,,,,,,,,,,2294.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1971,,,,,,,,,,,,,,,2295.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1970,,,,,,,,,,,,,,,2292.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1969,,,,,,,,,,,,,,,2304.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1968,,,,,,,,,,,,,,,2307.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1967,,,,,,,,,,,,,,,2314.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1966,,,,,,,,,,,,,,,2323.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1965,,,,,,,,,,,,,,,2329.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1964,,,,,,,,,,,,,,,2329.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1963,,,,,,,,,,,,,,,2329.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1962,,,,,,,,,,,,,,,2330.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1961,,,,,,,,,,,,,,,2312.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1960,,,,,,,,,,,,,,,2285.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1959,,,,,,,,,,,,,,,2264.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1958,,,,,,,,,,,,,,,2245.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1957,,,,,,,,,,,,,,,2227.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1956,,,,,,,,,,,,,,,2214.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1955,,,,,,,,,,,,,,,2208.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1954,,,,,,,,,,,,,,,2214.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1953,,,,,,,,,,,,,,,2235.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1952,,,,,,,,,,,,,,,2238.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1951,,,,,,,,,,,,,,,2231.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1950,,,,,,,,,,,,,,,2213.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1940,,,,,,,,,,,,,,,2256.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1930,,,,,,,,,,,,,,,2251.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1920,,,,,,,,,,,,,,,2247.0,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,1900,,,,,,,,,,,,,,,2168.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2020,,,,,,,,,,,,,,,957829.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2019,,,,,,,,,,,,,,,949423.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2018,,,,,,,,,,,,,,,941189.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2017,,,,,,,,,,,,,,,932745.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2016,,,,,,,,,,,,,,,926628.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2015,,,,,,,,,,,,,,,922501.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2014,,,,,,,,,,,,,,,914797.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2013,,,,,,,,,,,,,,,906902.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2012,,,,,,,,,,,,,,,902148.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2011,,,,,,,,,,,,,,,896635.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2010,,,,,,,,,,,,,,,890144.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2009,,,,,,,,,,,,,,,883116.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2008,,,,,,,,,,,,,,,873985.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2007,,,,,,,,,,,,,,,860608.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2006,,,,,,,,,,,,,,,845371.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2005,,,,,,,,,,,,,,,833664.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2004,,,,,,,,,,,,,,,824523.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2003,,,,,,,,,,,,,,,814991.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2002,,,,,,,,,,,,,,,805250.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2001,,,,,,,,,,,,,,,795504.0,,,,,,,,,,,,,,,,,,
Reunion,REU,2000,,,,,,,,,,,,,,,785432.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1999,,,,,,,,,,,,,,,775089.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1998,,,,,,,,,,,,,,,763878.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1997,,,,,,,,,,,,,,,751354.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1996,,,,,,,,,,,,,,,738579.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1995,,,,,,,,,,,,,,,725984.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1994,,,,,,,,,,,,,,,713176.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1993,,,,,,,,,,,,,,,700090.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1992,,,,,,,,,,,,,,,686479.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1991,,,,,,,,,,,,,,,672562.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1990,,,,,,,,,,,,,,,659000.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1989,,,,,,,,,,,,,,,646118.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1988,,,,,,,,,,,,,,,633980.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1987,,,,,,,,,,,,,,,622275.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1986,,,,,,,,,,,,,,,610820.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1985,,,,,,,,,,,,,,,599312.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1984,,,,,,,,,,,,,,,587832.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1983,,,,,,,,,,,,,,,577054.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1982,,,,,,,,,,,,,,,567496.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1981,,,,,,,,,,,,,,,559229.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1980,,,,,,,,,,,,,,,551677.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1979,,,,,,,,,,,,,,,544478.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1978,,,,,,,,,,,,,,,537411.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1977,,,,,,,,,,,,,,,530275.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1976,,,,,,,,,,,,,,,523016.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1975,,,,,,,,,,,,,,,515594.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1974,,,,,,,,,,,,,,,508197.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1973,,,,,,,,,,,,,,,500503.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1972,,,,,,,,,,,,,,,492138.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1971,,,,,,,,,,,,,,,483220.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1970,,,,,,,,,,,,,,,473934.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1969,,,,,,,,,,,,,,,464423.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1968,,,,,,,,,,,,,,,454775.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1967,,,,,,,,,,,,,,,445613.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1966,,,,,,,,,,,,,,,436835.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1965,,,,,,,,,,,,,,,427627.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1964,,,,,,,,,,,,,,,416683.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1963,,,,,,,,,,,,,,,404481.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1962,,,,,,,,,,,,,,,392319.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1961,,,,,,,,,,,,,,,379579.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1960,,,,,,,,,,,,,,,366001.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1959,,,,,,,,,,,,,,,352235.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1958,,,,,,,,,,,,,,,338974.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1957,,,,,,,,,,,,,,,326073.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1956,,,,,,,,,,,,,,,313525.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1955,,,,,,,,,,,,,,,301374.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1954,,,,,,,,,,,,,,,289515.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1953,,,,,,,,,,,,,,,278666.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1952,,,,,,,,,,,,,,,268557.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1951,,,,,,,,,,,,,,,258771.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1950,,,,,,,,,,,,,,,249310.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1940,,,,,,,,,,,,,,,218690.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1930,,,,,,,,,,,,,,,195430.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1920,,,,,,,,,,,,,,,173260.0,,,,,,,,,,,,,,,,,,
Reunion,REU,1900,,,,,,,,,,,,,,,172600.0,,,,,,,,,,,,,,,,,,
Mayotte,MYT,2020,,,,,,,,,,,,,,,305591.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2019,,,,,,,,,,,,,,,294502.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2018,,,,,,,,,,,,,,,282968.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2017,,,,,,,,,,,,,,,271576.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2016,,,,,,,,,,,,,,,260296.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2015,,,,,,,,,,,,,,,249555.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2014,,,,,,,,,,,,,,,239717.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2013,,,,,,,,,,,,,,,230990.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2012,,,,,,,,,,,,,,,223586.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2011,,,,,,,,,,,,,,,217393.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2010,,,,,,,,,,,,,,,211794.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2009,,,,,,,,,,,,,,,206350.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2008,,,,,,,,,,,,,,,201002.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2007,,,,,,,,,,,,,,,195620.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2006,,,,,,,,,,,,,,,190921.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2005,,,,,,,,,,,,,,,187154.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2004,,,,,,,,,,,,,,,183761.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2003,,,,,,,,,,,,,,,178821.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2002,,,,,,,,,,,,,,,172184.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2001,,,,,,,,,,,,,,,165722.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,2000,,,,,,,,,,,,,,,159225.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1999,,,,,,,,,,,,,,,152655.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1998,,,,,,,,,,,,,,,146091.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1997,,,,,,,,,,,,,,,139330.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1996,,,,,,,,,,,,,,,132206.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1995,,,,,,,,,,,,,,,124957.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1994,,,,,,,,,,,,,,,117871.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1993,,,,,,,,,,,,,,,111059.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1992,,,,,,,,,,,,,,,104569.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1991,,,,,,,,,,,,,,,98452.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1990,,,,,,,,,,,,,,,92670.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1989,,,,,,,,,,,,,,,87202.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1988,,,,,,,,,,,,,,,81993.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1987,,,,,,,,,,,,,,,77061.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1986,,,,,,,,,,,,,,,72460.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1985,,,,,,,,,,,,,,,68302.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1984,,,,,,,,,,,,,,,64608.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1983,,,,,,,,,,,,,,,61228.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1982,,,,,,,,,,,,,,,58056.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1981,,,,,,,,,,,,,,,55054.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
Mayotte,MYT,1980,,,,,,,,,,,,,,,52256.0,,Eastern Africa,Sub-Saharan Africa,Africa,,,,,,,,,,,,,,
